HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult
Portsmouth,Man City,A,1,1,D
Blackburn,Birmingham,D,1,3,A
Aston Villa,Tottenham,H,0,0,D
Birmingham,Norwich,D,1,0,H
Bolton,Portsmouth,A,0,1,A
Charlton,Chelsea,A,0,1,A
Fulham,Blackburn,A,0,1,A
Man City,Aston Villa,H,2,0,H
Southampton,Crystal Palace,D,0,0,D
West Brom,Man United,A,0,0,D
Newcastle,Everton,D,1,0,H
Tottenham,Middlesbrough,H,0,0,D
Arsenal,Birmingham,H,1,0,H
Aston Villa,Liverpool,D,1,1,D
Blackburn,Tottenham,A,0,0,D
Chelsea,Newcastle,H,0,0,D
Everton,Bolton,H,1,1,D
Man United,Southampton,H,0,0,D
Norwich,Fulham,A,0,1,A
Portsmouth,West Brom,H,1,2,A
Crystal Palace,Charlton,A,0,0,D
Middlesbrough,Man City,H,1,1,D
Crystal Palace,Blackburn,D,0,0,D
Everton,Liverpool,H,0,0,D
Newcastle,Portsmouth,D,1,1,D
Norwich,Bolton,H,1,2,A
West Brom,Charlton,A,0,1,A
Arsenal,Chelsea,D,2,1,H
Aston Villa,Birmingham,A,0,2,A
Liverpool,Portsmouth,D,0,0,D
Birmingham,West Brom,H,3,0,H
Blackburn,Everton,D,0,0,D
Bolton,Man City,A,0,0,D
Chelsea,Norwich,H,3,0,H
Man United,Crystal Palace,H,2,1,H
Tottenham,Southampton,H,3,0,H
Liverpool,Newcastle,H,2,1,H
Portsmouth,Arsenal,A,0,0,D
Arsenal,Fulham,H,1,0,H
Blackburn,Newcastle,D,1,2,A
Crystal Palace,Portsmouth,A,0,0,D
Everton,Man City,H,1,1,D
Norwich,Tottenham,A,0,0,D
Bolton,Blackburn,A,0,1,A
Charlton,Everton,H,0,0,D
Fulham,Birmingham,A,1,2,A
Man City,West Brom,D,1,0,H
Middlesbrough,Norwich,H,0,0,D
Portsmouth,Chelsea,A,0,0,D
Tottenham,Crystal Palace,D,0,0,D
Newcastle,Arsenal,A,0,1,A
Charlton,Arsenal,A,1,1,D
Fulham,Crystal Palace,H,1,1,D
Liverpool,Chelsea,A,0,0,D
Man City,Southampton,H,2,0,H
Newcastle,Birmingham,H,2,0,H
Portsmouth,Norwich,D,0,1,A
Tottenham,Everton,H,2,1,H
Crystal Palace,Aston Villa,H,1,0,H
Norwich,Liverpool,A,0,0,D
West Brom,Newcastle,D,0,0,D
Arsenal,Man City,D,0,1,A
Birmingham,Bolton,A,0,1,A
Chelsea,Middlesbrough,H,2,0,H
Everton,Portsmouth,H,1,1,D
Man United,Tottenham,D,0,0,D
Southampton,Fulham,D,2,2,D
Aston Villa,Norwich,H,2,0,H
Bolton,Arsenal,H,1,0,H
Charlton,Birmingham,H,1,0,H
Liverpool,Man United,A,0,1,A
Man City,Crystal Palace,H,2,1,H
Newcastle,Southampton,H,2,1,H
Portsmouth,Blackburn,A,0,0,D
Middlesbrough,Everton,D,1,0,H
Birmingham,Fulham,A,0,0,D
Chelsea,Portsmouth,H,3,0,H
Crystal Palace,Tottenham,H,0,0,D
Man United,Aston Villa,H,1,0,H
Norwich,Middlesbrough,D,1,1,D
Southampton,Liverpool,H,2,0,H
West Brom,Man City,H,1,0,H
Blackburn,Bolton,A,0,0,D
Arsenal,Man United,A,2,1,H
Charlton,Liverpool,A,1,0,H
Portsmouth,Middlesbrough,H,1,1,D
West Brom,Crystal Palace,D,0,0,D
Birmingham,Southampton,H,2,0,H
Blackburn,Chelsea,A,0,1,A
Everton,Norwich,H,0,0,D
Man City,Newcastle,D,0,1,A
Aston Villa,Arsenal,A,0,3,A
Crystal Palace,Bolton,A,0,1,A
Liverpool,Fulham,H,1,1,D
Man United,Birmingham,H,0,0,D
Middlesbrough,Blackburn,H,1,0,H
Newcastle,Charlton,D,0,0,D
Norwich,West Brom,H,1,1,D
Tottenham,Portsmouth,H,1,1,D
Chelsea,Man City,D,0,0,D
Southampton,Everton,D,1,1,D
Birmingham,Liverpool,H,2,0,H
Blackburn,Norwich,H,2,0,H
Bolton,Middlesbrough,D,0,0,D
Portsmouth,Aston Villa,A,1,1,D
Man City,Man United,A,0,0,D
Arsenal,Crystal Palace,H,3,0,H
West Brom,Southampton,D,0,0,D
Aston Villa,Everton,A,0,1,A
Crystal Palace,Birmingham,H,1,0,H
Southampton,Arsenal,D,0,1,A
Tottenham,Fulham,H,0,0,D
Newcastle,Bolton,H,1,1,D
Norwich,Man City,A,2,2,D
Arsenal,Portsmouth,H,1,0,H
Aston Villa,Middlesbrough,H,0,0,D
Crystal Palace,Man United,D,0,0,D
Newcastle,Liverpool,H,0,0,D
Norwich,Chelsea,A,0,1,A
West Brom,Birmingham,H,0,0,D
Man City,Bolton,A,0,1,A
Liverpool,Blackburn,D,0,0,D
Blackburn,Arsenal,A,0,1,A
Bolton,Norwich,H,1,0,H
Charlton,West Brom,A,1,1,D
Chelsea,Crystal Palace,H,1,1,D
Portsmouth,Newcastle,D,1,1,D
Tottenham,Man City,H,1,1,D
Birmingham,Aston Villa,H,0,0,D
Liverpool,Everton,H,2,0,H
Middlesbrough,Southampton,A,1,1,D
Arsenal,Norwich,H,2,1,H
Charlton,Man City,D,1,2,A
Crystal Palace,Middlesbrough,A,0,1,A
Liverpool,Bolton,H,0,0,D
Man United,Blackburn,D,0,0,D
Newcastle,Aston Villa,A,0,1,A
Southampton,Chelsea,A,0,2,A
Fulham,Portsmouth,H,0,1,A
West Brom,Everton,H,0,0,D
Bolton,Fulham,H,2,0,H
Man City,Liverpool,H,0,0,D
Norwich,Man United,H,0,0,D
Portsmouth,Charlton,H,2,2,D
Aston Villa,West Brom,D,1,0,H
Everton,Crystal Palace,H,1,0,H
Tottenham,Newcastle,H,1,0,H
Birmingham,Portsmouth,D,0,0,D
Crystal Palace,Norwich,D,1,1,D
Fulham,Man City,D,0,1,A
Liverpool,Tottenham,D,1,1,D
Southampton,Aston Villa,A,2,0,H
Bolton,Southampton,D,1,0,H
Middlesbrough,Fulham,D,0,0,D
Aston Villa,Charlton,D,0,0,D
Blackburn,Crystal Palace,H,1,0,H
Chelsea,Arsenal,D,0,0,D
Everton,Man United,H,0,0,D
Norwich,Newcastle,H,0,0,D
Portsmouth,Liverpool,A,1,2,A
Tottenham,West Brom,D,0,1,A
Aston Villa,Bolton,D,2,2,D
Everton,Man United,A,0,1,A
Man City,West Brom,D,0,0,D
Portsmouth,Tottenham,A,0,1,A
Sunderland,Charlton,A,1,1,D
Arsenal,Newcastle,H,0,0,D
Wigan,Chelsea,A,0,0,D
Birmingham,Man City,A,1,1,D
Charlton,Wigan,H,1,0,H
Newcastle,West Ham,D,0,0,D
West Brom,Portsmouth,H,1,0,H
Bolton,Everton,A,0,0,D
Chelsea,Arsenal,H,0,0,D
Birmingham,Middlesbrough,A,0,2,A
Portsmouth,Aston Villa,D,1,1,D
Sunderland,Man City,A,1,2,A
Blackburn,Tottenham,D,0,0,D
Chelsea,West Brom,H,2,0,H
Aston Villa,Blackburn,H,1,0,H
Fulham,Everton,H,0,0,D
Man City,Portsmouth,H,0,0,D
West Brom,Birmingham,A,1,3,A
West Ham,Bolton,A,0,0,D
Wigan,Sunderland,H,1,0,H
Middlesbrough,Charlton,A,0,1,A
Newcastle,Man United,A,0,0,D
Everton,Portsmouth,A,0,0,D
Middlesbrough,Arsenal,H,1,0,H
Newcastle,Fulham,D,0,1,A
Tottenham,Liverpool,D,0,0,D
West Brom,Wigan,A,1,1,D
Bolton,Blackburn,D,0,0,D
West Ham,Aston Villa,H,2,0,H
Aston Villa,Tottenham,D,1,0,H
Charlton,Chelsea,A,0,0,D
Sunderland,West Brom,D,1,0,H
Blackburn,Newcastle,A,0,0,D
Liverpool,Man United,D,0,0,D
Man City,Bolton,A,0,0,D
Wigan,Middlesbrough,D,0,1,A
Arsenal,Everton,H,2,0,H
Birmingham,Liverpool,D,0,0,D
Bolton,Portsmouth,H,1,0,H
Chelsea,Aston Villa,H,1,1,D
Everton,Wigan,A,0,0,D
Man United,Blackburn,A,0,1,A
West Brom,Charlton,A,0,2,A
West Ham,Arsenal,D,0,0,D
Middlesbrough,Sunderland,A,0,1,A
Tottenham,Fulham,H,1,0,H
Blackburn,West Brom,H,0,0,D
Charlton,Tottenham,A,1,0,H
Fulham,Man United,A,2,3,A
Portsmouth,Newcastle,D,0,0,D
Sunderland,West Ham,D,1,0,H
Arsenal,Birmingham,H,0,0,D
Liverpool,Chelsea,A,1,2,A
Man City,Everton,H,0,0,D
Wigan,Bolton,H,0,0,D
Chelsea,Bolton,H,0,1,A
Liverpool,Blackburn,H,0,0,D
Tottenham,Everton,H,0,0,D
West Brom,Arsenal,H,1,1,D
Wigan,Newcastle,H,1,0,H
Birmingham,Aston Villa,A,0,1,A
Charlton,Fulham,D,0,1,A
Arsenal,Man City,H,0,0,D
Aston Villa,Wigan,A,0,1,A
Blackburn,Birmingham,H,0,0,D
Fulham,Liverpool,H,1,0,H
Man United,Tottenham,D,1,0,H
Bolton,West Brom,H,0,0,D
Everton,Chelsea,D,1,0,H
Newcastle,Sunderland,H,2,2,D
Birmingham,Everton,A,0,1,A
Charlton,Bolton,A,0,0,D
Chelsea,Blackburn,H,2,2,D
Middlesbrough,Man United,H,3,0,H
Sunderland,Portsmouth,A,1,0,H
Wigan,Fulham,H,0,0,D
West Brom,Newcastle,A,0,0,D
Arsenal,Sunderland,H,2,0,H
Blackburn,Charlton,H,2,1,H
Fulham,Man City,H,2,1,H
Newcastle,Birmingham,H,0,0,D
Portsmouth,Wigan,A,0,0,D
West Ham,West Brom,H,0,0,D
Man United,Chelsea,H,1,0,H
Bolton,Tottenham,H,1,0,H
Sunderland,Aston Villa,A,0,0,D
West Brom,Everton,H,1,0,H
Wigan,Arsenal,A,2,3,A
Middlesbrough,Fulham,H,0,1,A
Tottenham,West Ham,D,1,0,H
Arsenal,Blackburn,H,2,0,H
Man City,Liverpool,A,0,0,D
Wigan,Tottenham,A,0,1,A
Everton,Newcastle,H,0,0,D
Fulham,Bolton,H,2,0,H
Middlesbrough,West Brom,D,1,1,D
West Ham,Man United,A,1,0,H
Sunderland,Liverpool,A,0,2,A
Blackburn,Everton,A,0,2,A
Bolton,Arsenal,H,2,0,H
Liverpool,Wigan,H,2,0,H
Charlton,Man City,A,1,2,A
Birmingham,West Ham,A,1,2,A
Birmingham,Fulham,H,0,0,D
Blackburn,West Ham,H,0,1,A
Bolton,Aston Villa,D,0,0,D
Charlton,Sunderland,H,1,0,H
Chelsea,Wigan,H,0,0,D
Newcastle,Arsenal,H,0,0,D
Man United,Everton,D,1,1,D
Tottenham,Portsmouth,H,0,1,A
Everton,West Ham,A,1,1,D
Man United,Wigan,H,2,0,H
Man City,Birmingham,H,3,0,H
Portsmouth,West Brom,H,0,0,D
West Ham,Newcastle,A,1,2,A
Wigan,Charlton,H,1,0,H
Arsenal,Chelsea,A,0,1,A
Middlesbrough,Tottenham,D,2,1,H
Charlton,Arsenal,A,0,0,D
Liverpool,Newcastle,H,2,0,H
Man United,West Brom,H,2,0,H
Portsmouth,West Ham,D,1,0,H
Sunderland,Bolton,D,0,0,D
Tottenham,Birmingham,H,0,0,D
Wigan,Man City,H,3,1,H
Arsenal,Portsmouth,H,4,0,H
Birmingham,Man United,D,1,1,D
Fulham,Aston Villa,D,2,1,H
West Brom,Tottenham,H,1,0,H
West Ham,Wigan,A,0,2,A
Charlton,West Ham,H,1,0,H
Chelsea,Birmingham,H,2,0,H
Man United,Bolton,H,2,1,H
Middlesbrough,Man City,D,0,0,D
Portsmouth,Fulham,H,1,0,H
Sunderland,Everton,A,0,0,D
Wigan,Blackburn,A,0,1,A
Birmingham,Wigan,H,2,0,H
Blackburn,Portsmouth,H,2,1,H
Everton,Charlton,H,2,1,H
Fulham,Sunderland,H,1,1,D
Newcastle,Middlesbrough,D,1,0,H
West Brom,Aston Villa,A,0,0,D
West Ham,Chelsea,A,0,1,A
Man City,Tottenham,A,0,1,A
Arsenal,Middlesbrough,H,4,0,H
Aston Villa,West Ham,A,1,0,H
Fulham,Newcastle,H,0,0,D
Man City,Man United,H,2,0,H
Portsmouth,Everton,A,0,1,A
Sunderland,Chelsea,A,1,1,D
Wigan,West Brom,A,0,0,D
Birmingham,Portsmouth,H,2,0,H
Bolton,Man City,H,2,0,H
Everton,Arsenal,H,1,0,H
Middlesbrough,Wigan,A,0,2,A
West Brom,Sunderland,A,0,0,D
Chelsea,Charlton,D,1,0,H
Man United,Liverpool,H,0,0,D
West Ham,Fulham,H,2,0,H
Charlton,West Brom,D,0,0,D
Fulham,Tottenham,H,0,0,D
Wigan,Everton,D,1,1,D
Arsenal,West Ham,A,1,2,A
Aston Villa,Chelsea,D,0,1,A
Blackburn,Man United,H,3,1,H
Liverpool,Birmingham,D,0,0,D
Man City,Newcastle,H,2,0,H
Portsmouth,Bolton,D,0,0,D
Bolton,Wigan,D,0,0,D
Everton,Man City,H,1,0,H
Man United,Fulham,H,3,2,H
Middlesbrough,Aston Villa,A,0,2,A
Newcastle,Portsmouth,H,1,0,H
West Brom,Blackburn,H,2,0,H
West Ham,Sunderland,H,0,0,D
Chelsea,Liverpool,H,1,0,H
Tottenham,Charlton,H,2,0,H
Charlton,Liverpool,H,2,0,H
Arsenal,Bolton,D,0,1,A
Aston Villa,Newcastle,A,1,2,A
Everton,Blackburn,H,1,0,H
Fulham,West Brom,H,2,0,H
Middlesbrough,Chelsea,H,2,0,H
Portsmouth,Man United,A,0,3,A
Wigan,Liverpool,A,0,1,A
Man City,Charlton,H,1,0,H
Sunderland,Tottenham,D,0,1,A
West Ham,Birmingham,H,1,0,H
Liverpool,Arsenal,H,0,0,D
Blackburn,Sunderland,H,1,0,H
Tottenham,Wigan,D,1,1,D
Charlton,Aston Villa,D,0,0,D
Newcastle,Everton,H,0,0,D
Bolton,Fulham,H,1,1,D
West Brom,Middlesbrough,A,0,2,A
Fulham,Arsenal,A,0,2,A
Liverpool,Charlton,D,0,0,D
Newcastle,Bolton,H,2,0,H
West Brom,Chelsea,A,0,0,D
West Ham,Everton,D,2,1,H
Man City,Sunderland,H,2,1,H
Tottenham,Blackburn,H,2,1,H
Wigan,Man United,A,0,0,D
Birmingham,West Brom,D,0,0,D
Blackburn,Aston Villa,H,0,0,D
Bolton,West Ham,H,3,0,H
Chelsea,Tottenham,H,1,1,D
Portsmouth,Man City,H,0,0,D
Sunderland,Wigan,A,0,1,A
Man United,Newcastle,H,2,0,H
Liverpool,Fulham,H,2,1,H
Birmingham,Tottenham,A,0,0,D
Blackburn,Middlesbrough,H,2,1,H
Bolton,Sunderland,H,0,0,D
Everton,Aston Villa,H,3,0,H
Man City,Wigan,A,0,0,D
West Brom,Man United,A,0,1,A
West Ham,Portsmouth,A,0,3,A
Fulham,Chelsea,H,1,0,H
Newcastle,Liverpool,A,1,2,A
Aston Villa,Fulham,D,0,0,D
Liverpool,Everton,H,1,0,H
Sunderland,Blackburn,A,0,1,A
Wigan,West Ham,A,1,0,H
Charlton,Newcastle,H,2,1,H
Man United,Birmingham,H,2,0,H
Middlesbrough,Bolton,H,2,1,H
Tottenham,West Brom,H,0,1,A
Man United,West Ham,H,1,0,H
Arsenal,Aston Villa,H,2,0,H
Bolton,Man United,A,1,1,D
Everton,Sunderland,D,2,1,H
Fulham,Portsmouth,A,1,2,A
Newcastle,Tottenham,H,3,1,H
West Brom,Liverpool,A,0,2,A
West Ham,Charlton,D,0,0,D
Blackburn,Wigan,D,0,0,D
Charlton,Everton,D,0,0,D
Portsmouth,Blackburn,D,1,1,D
Tottenham,Man City,H,1,0,H
Wigan,Birmingham,D,0,0,D
Aston Villa,West Brom,D,0,0,D
Chelsea,West Ham,H,2,1,H
Middlesbrough,Newcastle,A,0,2,A
Portsmouth,Arsenal,D,0,1,A
Man United,Sunderland,D,0,0,D
Arsenal,West Brom,H,1,0,H
Bolton,Chelsea,A,0,1,A
Everton,Tottenham,A,0,1,A
Fulham,Charlton,H,2,1,H
Newcastle,Wigan,H,2,1,H
Portsmouth,Middlesbrough,H,0,0,D
West Ham,Man City,H,1,0,H
Aston Villa,Birmingham,H,1,1,D
Blackburn,Liverpool,A,0,1,A
Charlton,Portsmouth,H,0,1,A
Middlesbrough,West Ham,H,1,0,H
Sunderland,Newcastle,A,1,0,H
West Brom,Bolton,D,0,0,D
Wigan,Aston Villa,H,1,0,H
Birmingham,Blackburn,H,0,0,D
Arsenal,Tottenham,D,0,0,D
Bolton,Charlton,H,3,0,H
Newcastle,West Brom,H,2,0,H
Portsmouth,Sunderland,H,0,0,D
Fulham,Wigan,H,1,0,H
Aston Villa,Man City,A,0,0,D
West Ham,Liverpool,A,0,1,A
Birmingham,Newcastle,D,0,0,D
Charlton,Blackburn,A,0,1,A
Man City,Fulham,A,0,0,D
Middlesbrough,Everton,A,0,0,D
Wigan,Portsmouth,A,1,0,H
Man United,Middlesbrough,D,0,0,D
Sunderland,Arsenal,A,0,3,A
Blackburn,Chelsea,H,1,0,H
Man City,Arsenal,A,1,1,D
Sunderland,Fulham,H,1,0,H
Arsenal,Wigan,H,2,2,D
Aston Villa,Sunderland,H,1,0,H
Bolton,Birmingham,H,0,0,D
Everton,West Brom,D,0,1,A
Fulham,Middlesbrough,H,0,0,D
Man United,Charlton,H,3,0,H
Newcastle,Chelsea,H,0,0,D
Portsmouth,Liverpool,A,0,0,D
West Ham,Tottenham,H,1,1,D
Arsenal,Aston Villa,D,0,0,D
Bolton,Tottenham,H,2,0,H
Everton,Watford,H,1,0,H
Newcastle,Wigan,H,1,0,H
Portsmouth,Blackburn,H,1,0,H
Reading,Middlesbrough,H,2,2,D
Sheffield United,Liverpool,D,0,0,D
West Ham,Charlton,H,0,1,A
Man United,Fulham,H,4,1,H
Tottenham,Sheffield United,H,2,0,H
Watford,West Ham,D,0,0,D
Aston Villa,Reading,H,1,1,D
Fulham,Bolton,D,0,0,D
Man City,Portsmouth,D,0,0,D
Middlesbrough,Chelsea,H,0,1,A
Charlton,Bolton,H,0,0,D
Fulham,Sheffield United,H,1,0,H
Liverpool,West Ham,H,2,1,H
Man City,Arsenal,H,1,0,H
Tottenham,Everton,A,0,0,D
Watford,Man United,A,1,1,D
Wigan,Reading,H,1,0,H
Aston Villa,Newcastle,H,2,0,H
Blackburn,Chelsea,A,0,0,D
Middlesbrough,Portsmouth,A,0,1,A
Arsenal,Middlesbrough,D,0,1,A
Bolton,Watford,H,0,0,D
Everton,Liverpool,H,2,0,H
Newcastle,Fulham,A,0,0,D
Portsmouth,Wigan,H,0,0,D
Sheffield United,Blackburn,D,0,0,D
Reading,Man City,H,1,0,H
Charlton,Portsmouth,A,0,0,D
Everton,Wigan,D,0,0,D
Sheffield United,Reading,A,0,2,A
Watford,Aston Villa,D,0,0,D
Blackburn,Man City,H,2,2,D
Tottenham,Fulham,D,0,0,D
West Ham,Newcastle,A,0,0,D
Arsenal,Sheffield United,H,0,0,D
Man City,West Ham,H,0,0,D
Reading,Man United,D,0,0,D
Wigan,Watford,D,1,0,H
Newcastle,Everton,D,1,1,D
Portsmouth,Bolton,A,0,1,A
Chelsea,Aston Villa,D,1,1,D
Everton,Man City,D,1,0,H
Sheffield United,Middlesbrough,H,1,0,H
Blackburn,Wigan,H,1,1,D
West Ham,Reading,A,0,1,A
Watford,Fulham,D,1,0,H
Arsenal,Watford,H,2,0,H
Aston Villa,Tottenham,D,0,0,D
Liverpool,Blackburn,D,0,1,A
Man City,Sheffield United,D,0,0,D
Portsmouth,West Ham,H,1,0,H
Reading,Chelsea,A,0,1,A
Wigan,Man United,A,1,0,H
Newcastle,Bolton,A,1,0,H
Fulham,Charlton,H,0,0,D
Aston Villa,Fulham,D,1,1,D
Charlton,Watford,D,0,0,D
Everton,Sheffield United,H,2,0,H
Wigan,Man City,H,2,0,H
Reading,Arsenal,A,0,2,A
Tottenham,West Ham,H,1,0,H
Arsenal,Everton,D,0,1,A
Fulham,Wigan,A,0,0,D
Portsmouth,Reading,H,1,0,H
Sheffield United,Chelsea,A,0,1,A
Watford,Tottenham,D,0,0,D
Man City,Middlesbrough,H,1,0,H
Bolton,Wigan,A,0,0,D
Charlton,Man City,H,1,0,H
Liverpool,Reading,H,1,0,H
Man United,Portsmouth,H,2,0,H
Newcastle,Sheffield United,A,0,0,D
Watford,Middlesbrough,H,1,0,H
Tottenham,Chelsea,H,1,1,D
West Ham,Arsenal,H,0,0,D
Blackburn,Man United,A,0,0,D
Chelsea,Watford,H,2,0,H
Everton,Aston Villa,A,0,1,A
Man City,Newcastle,D,0,0,D
Middlesbrough,West Ham,H,0,0,D
Sheffield United,Bolton,D,0,1,A
Wigan,Charlton,H,2,0,H
Reading,Tottenham,H,2,1,H
Arsenal,Newcastle,D,0,1,A
Everton,Bolton,H,0,0,D
Man City,Fulham,H,3,0,H
Portsmouth,Watford,H,1,1,D
Reading,Charlton,H,1,0,H
Sheffield United,Man United,A,1,1,D
Blackburn,Tottenham,D,1,0,H
Wigan,Aston Villa,D,0,0,D
Aston Villa,Middlesbrough,D,1,1,D
Bolton,Arsenal,H,2,1,H
Fulham,Reading,A,0,1,A
Liverpool,Man City,H,0,0,D
West Ham,Sheffield United,H,1,0,H
Man United,Chelsea,D,1,0,H
Newcastle,Portsmouth,H,0,0,D
Tottenham,Wigan,H,2,1,H
Watford,Sheffield United,A,0,0,D
Aston Villa,Man City,A,0,2,A
Fulham,Arsenal,H,2,1,H
Man United,Everton,H,1,0,H
Arsenal,Tottenham,H,2,0,H
Blackburn,Fulham,H,2,0,H
Portsmouth,Aston Villa,D,0,1,A
Reading,Bolton,H,1,0,H
Sheffield United,Charlton,H,0,1,A
Wigan,Liverpool,A,0,4,A
Everton,West Ham,H,0,0,D
Man City,Watford,D,0,0,D
Newcastle,Reading,H,1,2,A
West Ham,Wigan,A,0,0,D
Blackburn,Newcastle,A,0,2,A
Liverpool,Fulham,H,0,0,D
Middlesbrough,Wigan,D,0,1,A
Portsmouth,Everton,H,2,0,H
Tottenham,Charlton,H,2,1,H
Watford,Reading,D,0,0,D
Sheffield United,Aston Villa,D,0,1,A
Wigan,Arsenal,A,0,0,D
Arsenal,Portsmouth,D,0,1,A
Aston Villa,Bolton,A,0,0,D
Charlton,Liverpool,A,0,1,A
Newcastle,Watford,H,0,0,D
Reading,Blackburn,A,1,0,H
Wigan,Sheffield United,A,0,1,A
Everton,Chelsea,A,1,0,H
Man City,Tottenham,A,0,2,A
West Ham,Man United,H,0,0,D
Fulham,Middlesbrough,H,2,0,H
Arsenal,Blackburn,H,3,1,H
Fulham,West Ham,D,0,0,D
Liverpool,Watford,H,0,0,D
Man City,Bolton,A,0,2,A
Middlesbrough,Charlton,H,1,0,H
Portsmouth,Sheffield United,H,0,1,A
Reading,Everton,A,0,1,A
Wigan,Chelsea,A,1,2,A
Blackburn,Liverpool,H,0,0,D
Bolton,Newcastle,H,1,1,D
Chelsea,Reading,D,1,0,H
Man United,Wigan,H,0,0,D
Sheffield United,Man City,A,0,0,D
Watford,Arsenal,A,1,1,D
West Ham,Portsmouth,A,0,2,A
Charlton,Fulham,D,2,1,H
Blackburn,Middlesbrough,H,1,0,H
Bolton,Portsmouth,H,2,1,H
Charlton,Aston Villa,H,0,1,A
Chelsea,Fulham,D,1,1,D
Everton,Newcastle,H,1,0,H
Man United,Reading,H,1,1,D
Sheffield United,Arsenal,H,1,0,H
Tottenham,Liverpool,A,0,1,A
West Ham,Man City,A,0,0,D
Fulham,Watford,D,0,0,D
Middlesbrough,Sheffield United,H,1,1,D
Newcastle,Man United,D,1,1,D
Portsmouth,Tottenham,D,1,0,H
Reading,West Ham,H,4,0,H
Bolton,Man City,D,0,0,D
Charlton,Middlesbrough,A,1,1,D
Chelsea,Wigan,H,1,0,H
Man United,Aston Villa,H,3,0,H
Sheffield United,Portsmouth,D,1,0,H
Watford,Liverpool,A,0,2,A
West Ham,Fulham,D,1,1,D
Everton,Reading,D,0,1,A
Tottenham,Newcastle,A,1,1,D
Aston Villa,Watford,H,0,0,D
Fulham,Tottenham,D,0,0,D
Liverpool,Chelsea,H,2,0,H
Man City,Blackburn,A,0,1,A
Middlesbrough,Bolton,H,4,1,H
Newcastle,West Ham,D,1,2,A
Portsmouth,Charlton,A,0,0,D
Reading,Sheffield United,H,1,0,H
Arsenal,Man United,H,0,0,D
Wigan,Everton,A,0,0,D
Watford,Blackburn,H,1,1,D
Portsmouth,Middlesbrough,D,0,0,D
Reading,Wigan,H,1,1,D
Sheffield United,Fulham,H,2,0,H
West Ham,Liverpool,A,0,0,D
Bolton,Charlton,D,1,1,D
Chelsea,Blackburn,H,1,0,H
Man United,Watford,H,1,0,H
Newcastle,Aston Villa,H,2,1,H
Blackburn,Sheffield United,H,1,1,D
Man City,Reading,A,0,0,D
Middlesbrough,Arsenal,D,0,0,D
Watford,Bolton,A,0,0,D
Wigan,Portsmouth,H,0,0,D
Newcastle,Liverpool,H,1,1,D
Portsmouth,Man City,H,1,0,H
Reading,Aston Villa,H,1,0,H
Sheffield United,Tottenham,H,1,1,D
West Ham,Watford,A,0,1,A
Arsenal,Wigan,H,0,1,A
Bolton,Fulham,H,1,0,H
Everton,Tottenham,A,1,1,D
Watford,Wigan,D,1,1,D
Charlton,West Ham,H,3,0,H
Fulham,Man United,A,1,1,D
Liverpool,Sheffield United,H,2,0,H
Middlesbrough,Reading,H,1,0,H
Watford,Everton,A,0,2,A
Blackburn,Portsmouth,H,2,0,H
Tottenham,Bolton,H,3,1,H
Arsenal,Reading,H,0,0,D
Fulham,Aston Villa,D,1,1,D
Man City,Wigan,A,0,1,A
Newcastle,Middlesbrough,D,0,0,D
Sheffield United,Everton,D,0,0,D
Watford,Charlton,D,2,0,H
Bolton,Blackburn,A,0,0,D
West Ham,Tottenham,A,2,0,H
Man City,Chelsea,A,0,1,A
Blackburn,West Ham,A,0,0,D
Chelsea,Sheffield United,H,2,0,H
Man United,Bolton,H,3,0,H
Middlesbrough,Man City,A,0,0,D
Reading,Portsmouth,D,0,0,D
Tottenham,Watford,H,1,0,H
Wigan,Fulham,D,0,0,D
Charlton,Newcastle,H,0,0,D
Bolton,Sheffield United,H,0,0,D
Charlton,Wigan,H,0,0,D
Fulham,Portsmouth,D,0,1,A
Liverpool,Arsenal,H,2,0,H
Man United,Blackburn,H,0,1,A
Watford,Chelsea,A,0,0,D
West Ham,Middlesbrough,H,2,0,H
Tottenham,Reading,H,1,0,H
Aston Villa,Everton,D,0,1,A
Everton,Fulham,H,3,1,H
Man City,Charlton,D,0,0,D
Arsenal,West Ham,A,0,1,A
Blackburn,Aston Villa,A,1,1,D
Chelsea,Tottenham,H,0,0,D
Middlesbrough,Watford,H,2,1,H
Portsmouth,Man United,H,1,0,H
Reading,Liverpool,A,0,1,A
Sheffield United,Newcastle,A,0,1,A
Wigan,Bolton,A,1,1,D
Aston Villa,Wigan,D,0,1,A
Charlton,Reading,D,0,0,D
Fulham,Man City,A,0,2,A
Watford,Portsmouth,H,2,1,H
Arsenal,Bolton,H,1,1,D
Man City,Liverpool,D,0,0,D
Portsmouth,Newcastle,H,1,0,H
Reading,Fulham,H,1,0,H
Sheffield United,West Ham,H,1,0,H
Wigan,Tottenham,D,2,2,D
Arsenal,Man City,H,1,1,D
Man United,Sheffield United,H,1,0,H
Blackburn,Watford,H,3,1,H
West Ham,Chelsea,A,1,2,A
Bolton,Reading,A,0,0,D
Charlton,Sheffield United,D,0,0,D
Fulham,Blackburn,D,1,0,H
Liverpool,Wigan,H,1,0,H
Man United,Middlesbrough,D,1,1,D
Watford,Man City,D,0,0,D
West Ham,Everton,H,1,0,H
Aston Villa,Portsmouth,D,0,0,D
Blackburn,Charlton,H,0,0,D
Chelsea,Bolton,D,2,1,H
