HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult
West Ham,Southampton,H,0,1,A
Leicester,Man City,D,0,0,D
Leicester,Bournemouth,D,0,0,D
Watford,Man City,A,0,0,D
West Brom,Stoke,H,0,0,D
West Ham,Liverpool,H,1,0,H
Everton,Tottenham,D,1,1,D
Aston Villa,Crystal Palace,H,0,0,D
Bournemouth,West Ham,A,1,0,H
Newcastle,Man United,D,1,2,A
Chelsea,West Brom,D,1,1,D
Liverpool,Arsenal,D,2,2,D
Man City,Everton,D,0,0,D
Southampton,Watford,H,1,0,H
Swansea,Sunderland,A,2,1,H
Tottenham,Leicester,A,0,0,D
Aston Villa,Leicester,D,0,1,A
Bournemouth,Norwich,H,1,0,H
Man City,Crystal Palace,H,2,0,H
Newcastle,West Ham,H,2,0,H
Southampton,West Brom,H,2,0,H
Swansea,Watford,H,1,0,H
Crystal Palace,Tottenham,A,1,0,H
Leicester,Stoke,H,1,0,H
Norwich,Liverpool,A,2,1,H
Sunderland,Bournemouth,D,1,1,D
Watford,Newcastle,H,0,0,D
Everton,Swansea,A,1,2,A
Crystal Palace,Bournemouth,A,1,1,D
Norwich,Tottenham,A,0,2,A
West Brom,Swansea,D,0,0,D
West Ham,Aston Villa,H,0,0,D
Watford,Chelsea,D,0,0,D
Aston Villa,Norwich,H,1,0,H
Stoke,Everton,A,0,3,A
Tottenham,Watford,H,0,0,D
Bournemouth,Arsenal,A,0,2,A
Bournemouth,Stoke,A,0,1,A
Crystal Palace,Watford,A,1,1,D
Everton,West Brom,A,0,1,A
Sunderland,Man United,H,1,1,D
Arsenal,Leicester,H,0,1,A
Leicester,Norwich,H,0,0,D
Southampton,Chelsea,A,1,0,H
Watford,Bournemouth,D,0,0,D
West Brom,Crystal Palace,H,3,0,H
Tottenham,Swansea,H,0,1,A
Man United,Arsenal,H,2,1,H
Aston Villa,Everton,A,0,2,A
Bournemouth,Southampton,H,1,0,H
Leicester,West Brom,D,2,1,H
Norwich,Chelsea,A,0,2,A
Sunderland,Crystal Palace,D,1,0,H
Arsenal,Swansea,A,1,1,D
Man United,Watford,H,0,0,D
Chelsea,Stoke,D,1,0,H
Everton,West Ham,A,1,0,H
Newcastle,Bournemouth,A,0,1,A
Southampton,Sunderland,D,0,0,D
Swansea,Norwich,H,0,0,D
Tottenham,Arsenal,D,0,1,A
Watford,Leicester,A,0,0,D
Crystal Palace,Liverpool,A,0,0,D
West Brom,Man United,H,0,0,D
Bournemouth,Swansea,H,1,1,D
Stoke,Southampton,A,0,2,A
Leicester,Newcastle,H,1,0,H
Chelsea,West Ham,D,1,1,D
Crystal Palace,Leicester,A,0,1,A
Swansea,Aston Villa,H,0,0,D
Watford,Stoke,A,0,1,A
West Brom,Norwich,A,0,0,D
Southampton,Liverpool,H,0,2,A
Tottenham,Bournemouth,H,2,0,H
Aston Villa,Chelsea,A,0,2,A
Bournemouth,Man City,A,0,3,A
Norwich,Newcastle,H,1,0,H
West Ham,Crystal Palace,D,2,1,H
Leicester,Southampton,H,1,0,H
Aston Villa,Bournemouth,A,0,1,A
Crystal Palace,Norwich,H,0,0,D
Man City,West Brom,H,1,1,D
Swansea,Chelsea,H,1,0,H
Watford,Everton,D,1,1,D
West Ham,Arsenal,D,2,2,D
Liverpool,Stoke,H,2,1,H
Sunderland,Leicester,A,0,0,D
Tottenham,Man United,H,0,0,D
Chelsea,Man City,A,0,1,A
Newcastle,Swansea,H,1,0,H
Norwich,Sunderland,A,0,1,A
West Brom,Watford,A,0,1,A
Arsenal,Crystal Palace,D,1,0,H
Bournemouth,Liverpool,A,0,2,A
West Ham,Watford,H,2,0,H
Aston Villa,Southampton,A,1,2,A
Bournemouth,Chelsea,A,1,2,A
Liverpool,Newcastle,D,2,0,H
Leicester,Swansea,H,2,0,H
Tottenham,West Brom,D,1,0,H
Everton,Bournemouth,H,1,1,D
Watford,Aston Villa,H,1,1,D
West Brom,West Ham,A,0,2,A
Man United,Leicester,D,1,1,D
Swansea,Liverpool,H,2,0,H
Chelsea,Tottenham,D,0,2,A
Bournemouth,West Brom,D,0,1,A
Crystal Palace,Stoke,H,0,1,A
Leicester,Everton,H,2,0,H
Sunderland,Chelsea,H,1,2,A
West Ham,Swansea,A,0,2,A
Liverpool,Watford,H,1,0,H
Man City,Arsenal,D,1,1,D
Tottenham,Southampton,A,1,1,D
West Ham,Man United,H,1,0,H
Norwich,Watford,H,3,1,H
Sunderland,Everton,H,2,0,H
Chelsea,Leicester,D,0,0,D
Everton,Norwich,H,2,0,H
Newcastle,Tottenham,H,2,0,H
Southampton,Crystal Palace,H,1,0,H
Stoke,West Ham,H,0,1,A
Swansea,Man City,D,1,1,D
Watford,Sunderland,D,0,1,A
West Brom,Liverpool,D,1,1,D
Man United,Bournemouth,H,1,0,H
Crystal Palace,West Brom,A,0,0,D
Hull,Leicester,H,1,0,H
Middlesbrough,Stoke,D,1,0,H
Southampton,Watford,D,0,1,A
Arsenal,Liverpool,A,1,1,D
Bournemouth,Man United,A,0,1,A
Man United,Southampton,H,1,0,H
Burnley,Liverpool,H,2,0,H
Stoke,Man City,A,0,2,A
Swansea,Hull,A,0,0,D
West Brom,Everton,A,1,1,D
West Ham,Bournemouth,H,0,0,D
Chelsea,Burnley,H,2,0,H
Crystal Palace,Bournemouth,D,0,1,A
Hull,Man United,A,0,0,D
Watford,Arsenal,A,0,3,A
West Brom,Middlesbrough,D,0,0,D
Arsenal,Southampton,H,1,1,D
Bournemouth,West Brom,H,0,0,D
Burnley,Hull,D,0,0,D
Liverpool,Leicester,H,2,1,H
Man United,Man City,A,1,2,A
Middlesbrough,Crystal Palace,A,1,1,D
West Ham,Watford,A,2,2,D
Swansea,Chelsea,D,0,1,A
Chelsea,Liverpool,A,0,2,A
Everton,Middlesbrough,H,3,1,H
Leicester,Burnley,H,1,0,H
Man City,Bournemouth,H,2,0,H
West Brom,West Ham,H,3,0,H
Crystal Palace,Stoke,H,2,0,H
Southampton,Swansea,H,0,0,D
Watford,Man United,H,1,0,H
Arsenal,Chelsea,H,3,0,H
Bournemouth,Everton,H,1,0,H
Liverpool,Hull,H,3,0,H
Man United,Leicester,H,4,0,H
Middlesbrough,Tottenham,A,0,2,A
Sunderland,Crystal Palace,A,1,0,H
West Ham,Southampton,A,0,1,A
Burnley,Watford,H,1,0,H
Everton,Crystal Palace,D,1,0,H
Sunderland,West Brom,D,0,1,A
Swansea,Liverpool,A,1,0,H
Watford,Bournemouth,D,0,1,A
West Ham,Middlesbrough,D,0,0,D
Burnley,Arsenal,A,0,0,D
Leicester,Southampton,D,0,0,D
Man United,Stoke,D,0,0,D
Tottenham,Man City,H,2,0,H
Arsenal,Swansea,H,2,1,H
Bournemouth,Hull,H,3,1,H
Crystal Palace,West Ham,A,0,1,A
Stoke,Sunderland,H,2,0,H
West Brom,Tottenham,D,0,0,D
Middlesbrough,Watford,A,0,0,D
Southampton,Burnley,H,0,0,D
Arsenal,Middlesbrough,D,0,0,D
Bournemouth,Tottenham,D,0,0,D
Leicester,Crystal Palace,H,1,0,H
Swansea,Watford,D,0,0,D
Man City,Southampton,D,0,1,A
Crystal Palace,Liverpool,A,2,3,A
Man United,Burnley,D,0,0,D
Middlesbrough,Bournemouth,H,1,0,H
Tottenham,Leicester,D,1,0,H
Watford,Hull,H,0,0,D
Bournemouth,Sunderland,A,1,1,D
Burnley,Crystal Palace,H,2,0,H
Chelsea,Everton,H,3,0,H
Man City,Middlesbrough,D,1,0,H
Arsenal,Tottenham,D,1,0,H
Hull,Southampton,H,0,1,A
Liverpool,Watford,H,3,0,H
Swansea,Man United,A,0,3,A
Crystal Palace,Man City,A,0,1,A
Everton,Swansea,D,0,1,A
Southampton,Liverpool,D,0,0,D
Stoke,Bournemouth,A,0,1,A
Tottenham,West Ham,H,0,1,A
Watford,Leicester,H,2,1,H
West Brom,Burnley,H,3,0,H
Burnley,Man City,A,1,1,D
Hull,West Brom,D,0,1,A
Leicester,Middlesbrough,D,1,1,D
Swansea,Crystal Palace,H,1,1,D
Arsenal,Bournemouth,H,1,1,D
Man United,West Ham,D,1,1,D
Crystal Palace,Southampton,H,2,0,H
Man City,Chelsea,A,1,0,H
Sunderland,Leicester,H,0,0,D
Tottenham,Swansea,H,2,0,H
West Brom,Watford,H,2,0,H
Bournemouth,Liverpool,H,0,2,A
Middlesbrough,Hull,H,0,0,D
Burnley,Bournemouth,H,2,1,H
Hull,Crystal Palace,D,1,0,H
Leicester,Man City,H,3,0,H
Watford,Everton,H,1,1,D
Chelsea,West Brom,H,0,0,D
Liverpool,West Ham,D,1,2,A
Southampton,Middlesbrough,H,0,0,D
Bournemouth,Leicester,H,1,0,H
Man City,Watford,H,1,0,H
Stoke,Southampton,D,0,0,D
Tottenham,Hull,H,1,0,H
Middlesbrough,Swansea,H,2,0,H
Sunderland,Watford,H,0,0,D
Bournemouth,Southampton,A,1,1,D
Man City,Arsenal,H,0,1,A
Tottenham,Burnley,H,1,1,D
Arsenal,West Brom,H,0,0,D
Burnley,Middlesbrough,H,0,0,D
Chelsea,Bournemouth,H,1,0,H
Hull,Man City,A,0,0,D
Leicester,Everton,A,0,0,D
Swansea,West Ham,A,0,1,A
Watford,Crystal Palace,D,0,1,A
Hull,Everton,D,1,1,D
Burnley,Sunderland,H,1,0,H
Leicester,West Ham,H,1,0,H
Southampton,West Brom,A,1,1,D
Swansea,Bournemouth,A,0,2,A
Arsenal,Crystal Palace,H,1,0,H
Watford,Tottenham,A,0,3,A
Man City,Burnley,H,0,0,D
Middlesbrough,Leicester,D,0,0,D
Sunderland,Liverpool,D,1,1,D
West Brom,Hull,H,0,1,A
Bournemouth,Arsenal,D,2,0,H
Stoke,Watford,H,1,0,H
Tottenham,Chelsea,H,1,0,H
Hull,Bournemouth,H,1,1,D
Leicester,Chelsea,A,0,1,A
Sunderland,Stoke,A,1,3,A
Swansea,Arsenal,A,0,1,A
Watford,Middlesbrough,D,0,0,D
West Ham,Crystal Palace,H,0,0,D
Man United,Liverpool,D,0,1,A
Bournemouth,Watford,D,0,1,A
Crystal Palace,Everton,A,0,0,D
Liverpool,Swansea,A,0,0,D
Middlesbrough,West Ham,A,1,2,A
Stoke,Man United,D,1,0,H
Southampton,Leicester,H,2,0,H
Arsenal,Watford,A,0,2,A
Bournemouth,Crystal Palace,A,0,0,D
Burnley,Leicester,H,0,0,D
Swansea,Southampton,H,1,0,H
Man United,Hull,D,0,0,D
Stoke,Everton,D,1,1,D
West Ham,Man City,A,0,3,A
Crystal Palace,Sunderland,A,0,4,A
Everton,Bournemouth,H,3,0,H
Watford,Burnley,H,2,0,H
Leicester,Man United,A,0,2,A
Middlesbrough,Everton,D,0,0,D
Stoke,Crystal Palace,H,0,0,D
Sunderland,Southampton,A,0,2,A
West Ham,West Brom,D,0,1,A
Burnley,Chelsea,D,1,1,D
Swansea,Leicester,H,2,0,H
Bournemouth,Man City,A,0,1,A
Crystal Palace,Middlesbrough,H,1,0,H
Hull,Burnley,D,0,0,D
Watford,West Ham,D,1,0,H
West Brom,Bournemouth,H,2,1,H
Tottenham,Stoke,H,4,0,H
Leicester,Liverpool,H,2,0,H
Leicester,Hull,H,1,1,D
Man United,Bournemouth,D,1,1,D
Stoke,Middlesbrough,H,2,0,H
Swansea,Burnley,H,1,1,D
Watford,Southampton,A,1,2,A
West Brom,Crystal Palace,A,0,0,D
Man City,Stoke,D,0,0,D
Bournemouth,West Ham,H,1,1,D
Hull,Swansea,H,0,0,D
Liverpool,Burnley,H,1,1,D
Bournemouth,Swansea,H,1,0,H
Crystal Palace,Watford,H,0,0,D
Everton,Hull,H,1,0,H
Sunderland,Burnley,D,0,0,D
West Ham,Leicester,A,1,3,A
Tottenham,Southampton,H,2,0,H
Burnley,Tottenham,A,0,0,D
Chelsea,Crystal Palace,A,1,2,A
Hull,West Ham,H,0,1,A
Liverpool,Everton,H,2,1,H
Man United,West Brom,D,0,0,D
Southampton,Bournemouth,D,0,0,D
Watford,Sunderland,H,0,0,D
Arsenal,Man City,D,1,2,A
Swansea,Middlesbrough,D,0,0,D
Burnley,Stoke,H,0,0,D
Man United,Everton,D,0,1,A
Watford,West Brom,H,1,0,H
Chelsea,Man City,H,2,1,H
Hull,Middlesbrough,H,3,2,H
Liverpool,Bournemouth,D,1,1,D
Southampton,Crystal Palace,H,1,1,D
Swansea,Tottenham,A,1,0,H
Man City,Hull,H,1,0,H
Middlesbrough,Burnley,D,0,0,D
Stoke,Liverpool,A,1,0,H
Tottenham,Watford,H,3,0,H
West Brom,Southampton,A,0,1,A
West Ham,Swansea,H,1,0,H
Everton,Leicester,H,3,2,H
Crystal Palace,Arsenal,H,1,0,H
Crystal Palace,Leicester,D,0,1,A
Watford,Swansea,H,1,0,H
Bournemouth,Middlesbrough,H,2,0,H
Hull,Watford,H,0,0,D
West Ham,Everton,D,0,0,D
Burnley,Man United,A,0,2,A
Arsenal,Leicester,H,0,0,D
Middlesbrough,Sunderland,H,1,0,H
Crystal Palace,Burnley,A,0,1,A
Southampton,Hull,D,0,0,D
Stoke,West Ham,D,0,0,D
Sunderland,Bournemouth,A,0,0,D
West Brom,Leicester,A,0,1,A
Man United,Swansea,D,1,0,H
Middlesbrough,Man City,D,1,0,H
Tottenham,Arsenal,H,0,0,D
Watford,Liverpool,A,0,1,A
West Ham,Tottenham,H,0,0,D
Bournemouth,Stoke,D,0,1,A
Burnley,West Brom,D,0,0,D
Hull,Sunderland,A,0,0,D
Leicester,Watford,H,1,0,H
Man City,Crystal Palace,H,1,0,H
Swansea,Everton,H,1,0,H
Southampton,Arsenal,A,0,0,D
Everton,Watford,H,0,0,D
Bournemouth,Burnley,H,1,0,H
Man City,Leicester,H,2,1,H
Middlesbrough,Southampton,A,0,1,A
Stoke,Arsenal,A,0,1,A
Crystal Palace,Hull,H,2,0,H
Tottenham,Man United,H,1,0,H
Chelsea,Watford,H,2,1,H
Arsenal,Sunderland,H,0,0,D
Southampton,Man United,D,0,0,D
Leicester,Tottenham,A,0,2,A
Burnley,West Ham,A,1,1,D
Hull,Tottenham,A,0,3,A
Leicester,Bournemouth,D,0,1,A
Liverpool,Middlesbrough,H,1,0,H
Man United,Crystal Palace,H,2,0,H
Southampton,Stoke,A,0,0,D
Swansea,West Brom,H,0,1,A
Watford,Man City,A,0,4,A
Arsenal,Leicester,H,2,2,D
Brighton,Man City,A,0,0,D
Chelsea,Burnley,A,0,3,A
Crystal Palace,Huddersfield,A,0,2,A
Watford,Liverpool,D,2,1,H
West Brom,Bournemouth,H,1,0,H
Bournemouth,Watford,A,0,0,D
Burnley,West Brom,A,0,0,D
Leicester,Brighton,H,1,0,H
Liverpool,Crystal Palace,H,0,0,D
Southampton,West Ham,H,2,1,H
Huddersfield,Newcastle,H,0,0,D
Man City,Everton,D,0,1,A
Bournemouth,Man City,A,1,1,D
Huddersfield,Southampton,D,0,0,D
Watford,Brighton,D,0,0,D
Tottenham,Burnley,D,0,0,D
West Brom,Stoke,D,0,0,D
Arsenal,Bournemouth,H,2,0,H
Brighton,West Brom,H,1,0,H
Everton,Tottenham,A,0,2,A
Southampton,Watford,A,0,1,A
Burnley,Crystal Palace,H,1,0,H
Swansea,Newcastle,A,0,0,D
West Ham,Huddersfield,H,0,0,D
Bournemouth,Brighton,H,0,0,D
Huddersfield,Leicester,D,0,0,D
Liverpool,Burnley,D,1,1,D
Newcastle,Stoke,H,1,0,H
Tottenham,Swansea,D,0,0,D
Watford,Man City,A,0,3,A
Burnley,Huddersfield,D,0,0,D
Everton,Bournemouth,H,0,0,D
Leicester,Liverpool,A,1,2,A
Southampton,Man United,A,0,1,A
Stoke,Chelsea,A,0,2,A
Swansea,Watford,A,0,1,A
West Ham,Tottenham,A,0,2,A
Brighton,Newcastle,H,0,0,D
Bournemouth,Leicester,D,0,0,D
Chelsea,Man City,A,0,0,D
Huddersfield,Tottenham,A,0,3,A
Stoke,Southampton,H,1,0,H
West Brom,Watford,D,2,1,H
Arsenal,Brighton,H,1,0,H
Everton,Burnley,A,0,1,A
Burnley,West Ham,D,0,1,A
Crystal Palace,Chelsea,H,2,1,H
Man City,Stoke,H,3,1,H
Swansea,Huddersfield,H,1,0,H
Tottenham,Bournemouth,H,0,0,D
Watford,Arsenal,H,0,1,A
Brighton,Everton,D,0,0,D
Southampton,Newcastle,D,0,1,A
Leicester,West Brom,D,0,0,D
West Ham,Brighton,A,0,2,A
Chelsea,Watford,H,1,1,D
Huddersfield,Man United,H,2,0,H
Man City,Burnley,H,1,0,H
Stoke,Bournemouth,A,0,2,A
Swansea,Leicester,A,0,1,A
Everton,Arsenal,A,1,1,D
Tottenham,Liverpool,H,3,1,H
Arsenal,Swansea,H,0,1,A
Bournemouth,Chelsea,A,0,0,D
Crystal Palace,West Ham,D,0,2,A
Liverpool,Huddersfield,H,0,0,D
West Brom,Man City,A,1,2,A
Brighton,Southampton,D,0,1,A
Burnley,Newcastle,H,0,0,D
Huddersfield,West Brom,H,1,0,H
Newcastle,Bournemouth,A,0,0,D
Southampton,Burnley,A,0,0,D
Stoke,Leicester,D,1,1,D
Swansea,Brighton,A,0,1,A
Bournemouth,Huddersfield,H,2,0,H
Burnley,Swansea,H,2,0,H
Crystal Palace,Everton,D,2,2,D
Liverpool,Southampton,H,2,0,H
Man United,Newcastle,H,2,1,H
Brighton,Stoke,D,1,2,A
West Ham,Leicester,D,1,1,D
Liverpool,Chelsea,D,0,0,D
Man United,Brighton,H,0,0,D
Swansea,Bournemouth,D,0,0,D
Huddersfield,Man City,A,1,0,H
Southampton,Everton,H,1,1,D
Brighton,Crystal Palace,D,0,0,D
Leicester,Tottenham,H,2,0,H
Watford,Man United,A,0,3,A
West Brom,Newcastle,D,1,0,H
Arsenal,Huddersfield,H,1,0,H
Bournemouth,Burnley,A,0,1,A
Chelsea,Swansea,H,0,0,D
Everton,West Ham,H,2,0,H
Man City,Southampton,H,0,0,D
Stoke,Liverpool,A,0,1,A
Brighton,Liverpool,A,0,2,A
Chelsea,Newcastle,H,2,1,H
Everton,Huddersfield,H,0,0,D
Stoke,Swansea,H,2,1,H
Watford,Tottenham,D,1,1,D
Bournemouth,Southampton,D,1,0,H
Man City,West Ham,H,0,1,A
Crystal Palace,Bournemouth,D,2,2,D
Huddersfield,Brighton,H,2,0,H
Newcastle,Leicester,A,1,1,D
Swansea,West Brom,H,0,0,D
Man United,Man City,A,1,1,D
Crystal Palace,Watford,H,0,1,A
Huddersfield,Chelsea,A,0,2,A
Liverpool,West Brom,D,0,0,D
Southampton,Leicester,A,0,3,A
Swansea,Man City,A,0,2,A
Tottenham,Brighton,H,1,0,H
Brighton,Burnley,D,0,0,D
Leicester,Crystal Palace,A,0,2,A
Watford,Huddersfield,A,0,2,A
Bournemouth,Liverpool,A,0,3,A
Brighton,Watford,H,0,0,D
Burnley,Tottenham,A,0,1,A
Man City,Bournemouth,H,1,0,H
Southampton,Huddersfield,D,1,0,H
Stoke,West Brom,H,2,0,H
Swansea,Crystal Palace,D,0,0,D
Bournemouth,West Ham,D,1,1,D
Chelsea,Brighton,H,0,0,D
Huddersfield,Stoke,D,1,0,H
Man United,Burnley,D,0,2,A
Watford,Leicester,H,1,1,D
West Brom,Everton,D,0,0,D
Crystal Palace,Arsenal,A,0,1,A
Huddersfield,Burnley,D,0,0,D
Liverpool,Leicester,H,0,1,A
Man United,Southampton,D,0,0,D
Newcastle,Brighton,D,0,0,D
Watford,Swansea,A,1,0,H
Crystal Palace,Man City,D,0,0,D
West Brom,Arsenal,D,0,0,D
Brighton,Bournemouth,D,1,1,D
Leicester,Huddersfield,H,0,0,D
Stoke,Newcastle,A,0,0,D
Man City,Watford,H,2,0,H
Southampton,Crystal Palace,A,1,0,H
West Ham,West Brom,H,0,1,A
Crystal Palace,Burnley,H,1,0,H
Huddersfield,West Ham,A,1,1,D
Watford,Southampton,D,0,2,A
West Brom,Brighton,H,1,0,H
Bournemouth,Arsenal,H,0,0,D
Arsenal,Crystal Palace,H,4,0,H
Brighton,Chelsea,A,0,2,A
Burnley,Man United,A,0,0,D
Stoke,Huddersfield,H,0,0,D
West Ham,Bournemouth,D,0,0,D
Swansea,Liverpool,H,1,0,H
Huddersfield,Liverpool,A,0,2,A
West Ham,Crystal Palace,D,1,1,D
Newcastle,Burnley,D,0,0,D
Southampton,Brighton,D,0,1,A
Stoke,Watford,D,0,0,D
Tottenham,Man United,H,2,0,H
Arsenal,Everton,H,4,0,H
Bournemouth,Stoke,H,0,1,A
Brighton,West Ham,H,1,1,D
Burnley,Man City,D,0,1,A
Leicester,Swansea,D,1,0,H
Man United,Huddersfield,H,0,0,D
West Brom,Southampton,A,1,2,A
Liverpool,Tottenham,D,1,0,H
Watford,Chelsea,H,1,0,H
Everton,Crystal Palace,H,0,0,D
Man City,Leicester,H,1,1,D
Stoke,Brighton,D,0,1,A
Swansea,Burnley,H,0,0,D
West Ham,Watford,H,1,0,H
Huddersfield,Bournemouth,H,2,1,H
Newcastle,Man United,H,0,0,D
Southampton,Liverpool,A,0,2,A
Bournemouth,Newcastle,D,0,2,A
Brighton,Swansea,H,1,0,H
Burnley,Southampton,D,0,0,D
Leicester,Stoke,D,0,1,A
Watford,Everton,H,0,0,D
West Brom,Huddersfield,A,0,0,D
Arsenal,Man City,A,0,3,A
Burnley,Everton,H,0,1,A
Tottenham,Huddersfield,H,1,0,H
Watford,West Brom,H,0,0,D
Brighton,Arsenal,H,2,1,H
Crystal Palace,Man United,A,1,0,H
Chelsea,Crystal Palace,H,2,0,H
Everton,Brighton,H,0,0,D
Huddersfield,Swansea,D,0,0,D
Newcastle,Southampton,H,2,0,H
West Brom,Leicester,A,1,1,D
West Ham,Burnley,A,0,0,D
Arsenal,Watford,H,1,0,H
Bournemouth,Tottenham,A,1,1,D
Stoke,Man City,A,0,1,A
Huddersfield,Crystal Palace,A,0,1,A
Liverpool,Watford,H,2,0,H
Stoke,Everton,A,0,0,D
Brighton,Leicester,A,0,0,D
Crystal Palace,Liverpool,A,1,0,H
Everton,Man City,A,0,3,A
Newcastle,Huddersfield,H,0,0,D
Watford,Bournemouth,D,1,1,D
West Brom,Burnley,A,0,1,A
West Ham,Southampton,H,3,0,H
Chelsea,Tottenham,A,1,1,D
Brighton,Huddersfield,D,1,1,D
Leicester,Newcastle,A,0,1,A
Man City,Man United,A,2,0,H
Watford,Burnley,A,0,0,D
Arsenal,Southampton,H,2,1,H
Chelsea,West Ham,D,1,0,H
Burnley,Leicester,H,2,0,H
Crystal Palace,Brighton,H,3,2,H
Huddersfield,Watford,H,0,0,D
Tottenham,Man City,A,1,2,A
Newcastle,Arsenal,H,1,1,D
Brighton,Tottenham,D,0,0,D
Watford,Crystal Palace,D,0,0,D
Man City,Swansea,H,2,0,H
Stoke,Burnley,D,1,0,H
Burnley,Brighton,D,0,0,D
Crystal Palace,Leicester,H,2,0,H
Huddersfield,Everton,A,0,1,A
Newcastle,West Brom,A,0,1,A
Southampton,Bournemouth,H,1,1,D
Swansea,Chelsea,A,0,1,A
West Ham,Man City,A,1,2,A
Brighton,Man United,H,0,0,D
Leicester,West Ham,A,0,1,A
Stoke,Crystal Palace,A,1,0,H
Watford,Newcastle,H,2,0,H
Arsenal,Burnley,H,2,0,H
Man City,Huddersfield,D,0,0,D
Chelsea,Huddersfield,D,0,0,D
Leicester,Arsenal,H,1,0,H
Man City,Brighton,H,2,1,H
Burnley,Bournemouth,A,1,0,H
Huddersfield,Arsenal,A,0,1,A
Liverpool,Brighton,H,2,0,H
Swansea,Stoke,A,1,2,A
Tottenham,Leicester,H,1,2,A
Bournemouth,Cardiff,H,1,0,H
Fulham,Crystal Palace,A,0,1,A
Newcastle,Tottenham,A,1,2,A
Watford,Brighton,H,1,0,H
Wolves,Everton,D,1,1,D
Arsenal,Man City,A,0,1,A
Southampton,Burnley,D,0,0,D
Cardiff,Newcastle,D,0,0,D
Chelsea,Arsenal,H,2,2,D
Everton,Southampton,H,2,0,H
Leicester,Wolves,H,2,0,H
West Ham,Bournemouth,A,1,0,H
Brighton,Man United,H,3,1,H
Burnley,Watford,A,1,1,D
Man City,Huddersfield,H,3,1,H
Crystal Palace,Liverpool,A,0,1,A
Bournemouth,Everton,D,0,0,D
Huddersfield,Cardiff,D,0,0,D
Liverpool,Brighton,H,1,0,H
Southampton,Leicester,A,0,0,D
Wolves,Man City,D,0,0,D
Fulham,Burnley,H,3,2,H
Watford,Crystal Palace,H,0,0,D
Man United,Tottenham,A,0,0,D
Brighton,Fulham,D,0,1,A
Chelsea,Bournemouth,H,0,0,D
Crystal Palace,Southampton,A,0,0,D
Everton,Huddersfield,D,1,1,D
Leicester,Liverpool,A,0,2,A
West Ham,Wolves,A,0,0,D
Cardiff,Arsenal,A,1,1,D
Watford,Tottenham,H,0,0,D
Bournemouth,Leicester,H,3,0,H
Chelsea,Cardiff,H,2,1,H
Watford,Man United,A,0,2,A
Everton,West Ham,A,1,2,A
Wolves,Burnley,H,0,0,D
Southampton,Brighton,D,1,0,H
Brighton,Tottenham,A,0,1,A
Burnley,Bournemouth,H,2,0,H
Cardiff,Man City,A,0,3,A
Crystal Palace,Newcastle,D,0,0,D
Fulham,Watford,D,0,1,A
Leicester,Huddersfield,H,1,1,D
Liverpool,Southampton,H,3,0,H
Man United,Wolves,D,1,0,H
West Ham,Chelsea,D,0,0,D
Arsenal,Watford,H,0,0,D
Huddersfield,Tottenham,A,0,2,A
Man City,Brighton,H,1,0,H
West Ham,Man United,H,2,0,H
Wolves,Southampton,H,0,0,D
Cardiff,Burnley,A,0,0,D
Bournemouth,Crystal Palace,H,1,0,H
Brighton,West Ham,H,1,0,H
Burnley,Huddersfield,D,1,0,H
Crystal Palace,Wolves,A,0,0,D
Leicester,Everton,A,1,1,D
Man United,Newcastle,H,0,2,A
Watford,Bournemouth,A,0,3,A
Fulham,Arsenal,A,1,1,D
Bournemouth,Southampton,D,0,0,D
Cardiff,Fulham,H,2,2,D
Huddersfield,Liverpool,A,0,1,A
Newcastle,Brighton,A,0,1,A
West Ham,Tottenham,A,0,1,A
Wolves,Watford,A,0,2,A
Arsenal,Leicester,H,1,1,D
Brighton,Wolves,H,0,0,D
Fulham,Bournemouth,A,0,1,A
Leicester,West Ham,D,0,1,A
Liverpool,Cardiff,H,1,0,H
Watford,Huddersfield,H,2,0,H
Crystal Palace,Arsenal,D,1,0,H
Bournemouth,Man United,A,1,1,D
Cardiff,Leicester,A,0,0,D
Everton,Brighton,H,1,1,D
West Ham,Burnley,H,1,1,D
Wolves,Tottenham,A,0,2,A
Man City,Southampton,H,4,1,H
Huddersfield,Fulham,H,1,0,H
Cardiff,Brighton,H,1,1,D
Huddersfield,West Ham,D,1,0,H
Leicester,Burnley,D,0,0,D
Newcastle,Bournemouth,H,2,1,H
Southampton,Watford,D,1,0,H
Arsenal,Wolves,D,0,1,A
Brighton,Leicester,D,1,0,H
Man United,Crystal Palace,D,0,0,D
Watford,Liverpool,A,0,0,D
Bournemouth,Arsenal,A,1,1,D
Wolves,Huddersfield,A,0,1,A
Burnley,Newcastle,A,1,2,A
Cardiff,Wolves,H,0,1,A
Huddersfield,Brighton,A,1,1,D
Leicester,Watford,H,2,0,H
Man City,Bournemouth,H,1,1,D
Southampton,Man United,D,2,2,D
Arsenal,Tottenham,H,1,2,A
Bournemouth,Huddersfield,H,2,1,H
Brighton,Crystal Palace,H,3,0,H
Watford,Man City,A,0,1,A
West Ham,Cardiff,H,0,0,D
Everton,Newcastle,D,1,1,D
Fulham,Leicester,D,1,0,H
Man United,Arsenal,D,1,1,D
Wolves,Chelsea,H,0,1,A
Arsenal,Huddersfield,H,0,0,D
Bournemouth,Liverpool,A,0,1,A
Burnley,Brighton,H,1,0,H
